building,prper,names,rents,locs2,schools,locs1,lines,sales,years,houses,comper,url,build,prices,counts,devloper,discribe
3栋,1元/平米/月,万全里,5,南营门街,,和平,1号线鞍山道站,, / 1996年建成,539户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045946337/,板楼,28202,10,天津市和平区建设开发公司,容积率/1.65  绿化率/10%
12栋,1.5元/平米/月,新世界花园,8,南市,万全小学,和平,1号线二纬路站,, / 2004年建成,842户,天津市正坤物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211045947166/,板楼,40539,11,天津新世界康居发展有限公司,容积率/1.7  绿化率/35%
9栋,4.83元/平米/月,金融街融御,80,小白楼,,和平,3号线津湾广场站,, / 2015年建成,976户,暂无信息,http://tj.lianjia.com/xiaoqu/1211063473948/,塔楼/板楼,46337,12,金融街融展（天津）置业有限公司,容积率/7.6  绿化率/30%
14栋,0.35元/平米/月,卫华里,14,新兴街,西康路小学,和平,3号线吴家窑站,, / 1988年建成,983户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045966669/,板楼,27708,11,无开发商,容积率/1.3  绿化率/10%
1栋,暂无信息,港湾中心,11,小白楼,,和平,,, / 未知年建成,504户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1210553875246336/,板楼,26132,11,暂无信息,暂无容积率信息  暂无绿化率信息
16栋,3至6元/平米/月,新汇华庭,82,南市,万全小学,和平,2号线东南角站,, / 2015年建成,1875户,天津新世界房地产开发有限公司,http://tj.lianjia.com/xiaoqu/1211047375888/,塔楼/板楼,48658,12,天津新世界房地产开发有限公司,容积率/3.71  绿化率/37%
4栋,0.15元/平米/月,庆有西里,6,南市,万全小学,和平,1号线鞍山道站,, / 1993年建成,926户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045965756/,板楼,43826,12,无开发商,容积率/1.4  绿化率/10%
3栋,0.6元/平米/月,世升花园,7,体育馆街,和平实验小学,和平,3号线西康路站,, / 2000年建成,325户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046433841/,塔楼/板楼,47577,12,天津盛世鑫和置业有限公司,容积率/2.16  绿化率/30.5%
5栋,1.2元/平米/月,怀远里,25,南市,万全小学/建物街小学/二南开小学,和平,1号线海光寺站,, / 1993年建成,887户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046407598/,板楼,45529,27,无开发商,容积率/1.5  绿化率/10%
2栋,8元/平米/月,天津中心,8,南营门街,,和平,1号线营口道站,, / 2009年建成,798户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046461821/,塔楼,25052,12,海航天津中心发展有限公司,容积率/11.86  绿化率/20%
7栋,0.5元/平米/月,众诚里,6,南营门街,和平区中心小学,和平,1号线鞍山道站,, / 1985年建成,646户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045958862/,板楼,47059,13,天津市和平区建设开发公司,容积率/1.9  绿化率/10%
2栋,4至18元/平米/月,河川大厦,7,南营门街,,和平,1号线鞍山道站,, / 1994年建成,390户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046878826/,塔楼,19249,12,巨川置业,容积率/4.38  绿化率/10%
3栋,0.8元/平米/月,贵都大厦,6,小白楼,耀华小学,和平,1号线营口道站,, / 2001年建成,616户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046640917/,塔楼/板楼,29081,13,无开发商,容积率/1.5  绿化率/10%
2栋,1.38元/平米/月,富顿大厦,9,南市,万全小学,和平,2号线鼓楼站,, / 2008年建成,336户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046414165/,板楼,44749,14,无开发商,容积率/1.5  绿化率/10%
5栋,0.5元/平米/月,保利大都会天汇尚苑,17,南市,万全小学,和平,2号线东南角站,, / 1990年建成,667户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046386879/,板楼,44459,13,无开发商,容积率/1.5  绿化率/10%
11栋,暂无信息,复元里,10,南营门街,和平区中心小学,和平,1号线鞍山道站,, / 1980年建成,340户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045876044/,板楼,47603,14,天津市和平区建设开发公司,容积率/1.86  绿化率/10%
7栋,0.15元/平米/月,文善里,9,南营门街,和平区中心小学,和平,1号线营口道站,, / 1979年建成,564户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045946607/,板楼,44953,14,天津市和平区建设开发公司,容积率/1.96  绿化率/10%
2栋,0.5元/平米/月,沙市道,1,南市,,和平,3号线西康路站,, / 1999年建成,112户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046415303/,板楼,29895,5,无开发商,容积率/1.5  绿化率/10%
4栋,0.5元/平米/月,康定路,1,南营门街,,和平,3号线西康路站,, / 1984年建成,91户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045967800/,板楼,30546,5,无开发商,容积率/1  绿化率/10%
