building,prper,names,rents,locs2,schools,locs1,lines,sales,years,houses,comper,url,build,prices,counts,devloper,discribe
26栋,暂无信息,翠园别墅,0,第二大街,,开发区,津滨9号线泰达站,0,未知年,26户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211062795770/,未知类型,19289,0,天津建委,暂无容积率信息  暂无绿化率信息
1栋,暂无信息,康馨花园底商,0,第三大街,,开发区,,0,未知年,1户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1210362561246089/,板楼,18682,0,天津建委,暂无容积率信息  暂无绿化率信息
1栋,暂无信息,首创悦山郡,0,辛庄,,津南,,0,2018年,0户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1210658068048931/,板楼,11000,0,天津兴泰聚成置业有限公司,容积率/1.8  暂无绿化率信息
1栋,暂无信息,天富园,0,双港,,津南,,0,未知年,18户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211061288754/,未知类型,9459,0,天津建委,容积率/1.5  绿化率/10%
11栋,暂无信息,通用陆院,0,小站镇,,津南,,0,未知年,0户,天津市均豪物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211100085596/,未知类型,9223,0,天津世纪海湾投资有限公司,容积率/1.6  绿化率/40%
7栋,2.2元/平米/月,天山御府,0,北闸口,,津南,,0,2013年,30户,石家庄天山物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211100222269/,未知类型,9063,0,天津市天山房地产开发有限公司,容积率/0.98  绿化率/35%
1栋,1.2元/平米/月,天房彩郡二期,0,双港,,津南,,0,2014年,36户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211100196118/,板楼,9214,0,天津市天房集团,容积率/1.4  绿化率/45%
19栋,暂无信息,翔园,0,华明镇,,东丽,,0,未知年,647户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811055567820/,未知类型,8690,2,天津建委,暂无容积率信息  暂无绿化率信息
12栋,暂无信息,锦园,1,华明镇,,东丽,,0,未知年,495户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811055553131/,未知类型,13648,1,天津建委,暂无容积率信息  暂无绿化率信息
22栋,0.6元/平米/月,厚园,0,华明镇,,东丽,,0,2007年,736户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811055544845/,板楼,6856,3,无开发商,容积率/1.65  绿化率/10%
10栋,3.15元/平米/月,赏湖苑,2,东丽湖,,东丽,,0,2015年,372户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211100629306/,板楼,12041,7,无开发商,容积率/1.5  绿化率/10%
7栋,0.5元/平米/月,先锋里,8,张贵庄,,东丽,,0,1989年,539户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045739081/,板楼,12549,7,无开发商,容积率/1.5  绿化率/10%
8栋,暂无信息,贻新园,0,第二大街,,开发区,津滨9号线市民广场站,0,未知年,636户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811054061967/,未知类型,18912,0,天津建委,暂无容积率信息  暂无绿化率信息
8栋,0.5元/平米/月,金鑫园,1,新立街,,东丽,津滨9号线新立站,0,1990年,443户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811055550741/,板楼,8969,7,无开发商,暂无容积率信息  暂无绿化率信息
35栋,1.65元/平米/月,月荷苑,2,东丽湖,,东丽,,0,2005年,172户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211100776697/,板楼,12321,8,无开发商,容积率/1.5  绿化率/10%
6栋,0.5元/平米/月,华亭里,4,张贵庄,,东丽,,0,1998年,426户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211100719487/,板楼,12148,8,无开发商,暂无容积率信息  暂无绿化率信息
10栋,0.4元/平米/月,万新公寓,6,万新街,,东丽,,0,1999年,713户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045595464/,板楼,12628,8,无开发商,容积率/1.5  绿化率/10%
24栋,2.2元/平米/月,和泓四季恋城,10,万新街,,东丽,,0,2015年,1421户,天津和泓物业服务管理有限公司,http://tj.lianjia.com/xiaoqu/1211050440856/,板楼,15943,8,天津和泓四季投资有限公司,容积率/1.5  绿化率/45%
24栋,2元/平米/月,矽谷港湾,6,华明镇,,东丽,,0,2013年,882户,北京城建物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211047674161/,塔楼/板楼/塔板结合,10933,20,天津市东丽软件园建设开发有限公司,容积率/0.82  绿化率/40%
23栋,1.2元/平米/月,舒畅园,6,万新街,,东丽,,1,2011年,1628户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045574513/,塔楼/板楼,14632,9,无开发商,容积率/1.6  绿化率/10%
32栋,2.2元/平米/月,首创溪堤郡,5,华明镇,,东丽,,2,2013年,421户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211100619174/,板楼/塔板结合,12548,21,无开发商,容积率/1.5  绿化率/10%
26栋,0.15元/平米/月,昆仑里,31,万新街,,东丽,,0,1996年,2619户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046411509/,板楼,12849,22,无开发商,容积率/1.5  绿化率/10%
11栋,0.75元/平米/月,春江里,3,金钟街,,东丽,,0,1998年,1045户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811052606857/,板楼,12554,22,无开发商,容积率/1.6  绿化率/10%
9栋,暂无信息,海航YOHO,9,空港经济区,,东丽,,0,未知年,1218户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1210768224627746/,板楼/塔板结合,10936,22,暂无信息,暂无容积率信息  暂无绿化率信息
40栋,0.8元/平米/月,嘉春园,4,万新街,,东丽,津滨9号线二号桥站,2,2012年,5685户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045561386/,板楼,15365,23,无开发商,容积率/1.6  绿化率/10%
19栋,0.5元/平米/月,丽新里,4,新立街,,东丽,津滨9号线新立站,1,2000年,1278户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811054384923/,塔楼/板楼,11449,24,无开发商,容积率/1.6  绿化率/10%
102栋,2.8元/平米/月,夏阳溪韵,0,东丽湖,,东丽,,0,2008年,296户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211100773110/,未知类型,10490,22,无开发商,容积率/1.5  绿化率/10%
21栋,1.5元/平米/月,万科城邻水苑,11,东丽湖,,东丽,,1,2004年,608户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211100547488/,板楼,7651,26,无开发商,容积率/1.5  绿化率/10%
32栋,2.48元/平米/月,金泰丽湾,27,华明镇,,东丽,,3,2012年,2379户,金泰天勤(天津)物业服务有限公司,http://tj.lianjia.com/xiaoqu/1211058524033/,板楼/塔板结合,11656,28,天津津浦伟业地产有限公司,容积率/1.56  绿化率/40%
57栋,1.44至2元/平米/月,远洋新干线,42,空港经济区,,东丽,,4,2009年,2216户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/129659555525559/,塔楼/板楼,20075,25,无开发商,容积率/1.5  绿化率/10%
14栋,0.9元/平米/月,金环里(东丽区),0,新立街,,东丽,津滨9号线新立站,0,1996年,557户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811055456505/,板楼,8894,8,无开发商,容积率/1.6  绿化率/10%
24栋,0.35元/平米/月,泉江里,7,金钟街,,东丽,,0,2003年,1767户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811052674572/,塔楼/板楼,12581,32,无开发商,容积率/1.6  绿化率/10%
42栋,0.75元/平米/月,雪莲东里,30天,万新街,,东丽,2号线登州路站,,2007年,1451户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045596690/,板楼,16689,31,天津滨海发展投资控股有限公司,容积率/1.6  绿化率/10%
119栋,2.2元/平米/月,金隅悦城,23,万新街,,东丽,,7,2011年,4730户,暂无信息,http://tj.lianjia.com/xiaoqu/1211062884895/,板楼,18165,33,金隅（天津）房地产开发有限公司,容积率/1.58  绿化率/45%
31栋,1.2元/平米/月,阅湖苑,8,东丽湖,,东丽,,3,2007年,1584户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211100635309/,板楼,7826,37,无开发商,容积率/1.5  绿化率/10%
21栋,1.2元/平米/月,万科城盛锦苑,8,东丽湖,,东丽,,1,2003年,1136户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211100668647/,板楼,7248,37,无开发商,容积率/1.5  绿化率/10%
34栋,0.75元/平米/月,昆俞家园,10,华明镇,,东丽,,9,2009年,2386户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045646095/,塔楼/板楼,14587,41,天津市天房信诚房地产开发有限公司,容积率/1.5  绿化率/35%
34栋,0.75元/平米/月,昆俞欣园,16,华明镇,,东丽,,5,2009年,2026户,暂无信息,http://tj.lianjia.com/xiaoqu/1211045650648/,板楼,14254,42,无开发商,容积率/2  绿化率/45%
74栋,2.86至3.78元/平米/月,华润橡树湾,28,华明镇,,东丽,,8,2013年,4322户, 华润置地（北京）物业管理有限责任公司天津分公司,http://tj.lianjia.com/xiaoqu/1211062730545/,板楼,10488,59,华润置地（天津）有限公司,容积率/1.38  绿化率/40%
25栋,2.8元/平米/月,万科金色雅筑北苑,8,万新街,,东丽,,0,2013年,2220户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211062805149/,板楼,9314,60,天津松科房地产有限公司,容积率/1.9  绿化率/40%
25栋,1.6元/平米/月,朗钜维尔蓝堤二三期,13,东丽湖,,东丽,,3,2013年,1590户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211100628255/,板楼/塔板结合,6800,37,无开发商,容积率/1.5  绿化率/10%
9栋,0.5元/平米/月,振兴里,6,张贵庄,,东丽,,1,1987年,364户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811054404657/,塔楼/板楼,12338,9,无开发商,容积率/1.63  绿化率/10%
14栋,0.75元/平米/月,丰年南里,4,新立街,,东丽,津滨9号线新立站,0,2000年,1120户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211062882628/,塔楼/板楼,11656,9,无开发商,暂无容积率信息  暂无绿化率信息
10栋,3.4元/平米/月,万通金府国际,15,空港经济区,,东丽,,2,2013年,1769户,北京万通鼎安国际物业服务有限公司天津分公司,http://tj.lianjia.com/xiaoqu/1211100302520/,板楼,7768,38,天津万华置业有限公司,容积率/3.2  绿化率/35%
43栋,1.6至2.3元/平米/月,海上国际城,9,华明镇,,东丽,,1,2014年,2015户,上海中星集团申城物业有限公司天津分公司,http://tj.lianjia.com/xiaoqu/1211063517271/,板楼/塔板结合,9337,9,天津星华城置业有限公司,容积率/1.72  绿化率/50%
22栋,2.98元/平米/月,复地温莎堡红坊,4,空港经济区,,东丽,,0,2012年,352户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/129713041027708/,未知类型,19033,10,无开发商,容积率/0.92  绿化率/40%
7栋,暂无信息,顶秀欣园,0,华明镇,,东丽,,0,未知年,612户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211409057918578/,板楼,6656,9,暂无信息,暂无容积率信息  暂无绿化率信息
12栋,0.3元/平米/月,龙城里,0,万新街,,东丽,,0,2008年,516户,天津港城物业发展有限公司,http://tj.lianjia.com/xiaoqu/1211062743951/,板楼,8151,10,天津市宏汇置业有限公司,容积率/1.56  绿化率/46%
16栋,0.75元/平米/月,择月里,0,军粮城,,东丽,,0,1996年,715户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811055900730/,塔板结合,6299,10,无开发商,暂无容积率信息  暂无绿化率信息
12栋,1.7元/平米/月,香兰嘉园,3,万新街,,东丽,2号线屿东城站,0,2010年,1938户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046552285/,板楼,15600,11,无开发商,容积率/1.5  绿化率/10%
16栋,0.5元/平米/月,常熟北里,2,新立街,,东丽,津滨9号线新立站,0,1995年,678户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811055511344/,板楼,12166,11,无开发商,容积率/1.6  绿化率/10%
23栋,0.4元/平米/月,小东庄东盛园,1,新立街,,东丽,津滨9号线小东庄站,0,2005年,1352户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811055580033/,板楼,6106,11,无开发商,容积率/1.6  绿化率/10%
31栋,0.5元/平米/月,华丰家园,2,华明镇,,东丽,,0,1999年,1956户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811055451371/,板楼,6221,3,无开发商,容积率/1.6  绿化率/10%
20栋,1.2元/平米/月,东城家园,5,万新街,,东丽,,1,2005年,1552户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045423155/,板楼,13046,11,无开发商,容积率/1.5  绿化率/10%
28栋,1.2元/平米/月,舒畅欣园,4,万新街,,东丽,,3,2011年,1639户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046288226/,板楼,14809,11,无开发商,容积率/1.5  绿化率/10%
14栋,暂无信息,乔园,0,华明镇,,东丽,,0,未知年,948户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811055563319/,未知类型,5760,3,天津建委,暂无容积率信息  暂无绿化率信息
8栋,0.5元/平米/月,金水里,2,新立街,,东丽,津滨9号线新立站,0,2001年,384户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811055459297/,板楼,13127,4,无开发商,容积率/1.6  绿化率/10%
39栋,0.8元/平米/月,津泽兰湾,0,东丽湖,,东丽,,0,2000年,156户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211100670565/,板楼,7479,4,无开发商,容积率/1.5  绿化率/10%
7栋,2.27元/平米/月,香缇花园,10,华明镇,,东丽,,0,2015年,610户,天津市普惠物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211060894617/,板楼,24014,5,天津市川正房地产开发有限公司,容积率/1.23  绿化率/45%
8栋,0.75元/平米/月,昆仑公寓,3,万新街,,东丽,,0,2000年,273户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046622934/,板楼,13712,5,无开发商,容积率/2.2  绿化率/10%
26栋,1.98元/平米/月,名居花园,8,空港经济区,,东丽,,1,2010年,1510户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/129642177211551/,板楼,17739,12,无开发商,暂无容积率信息  暂无绿化率信息
