building,shop,prper,names,rents,locs2,schools,shopadd,locs1,lines,sales,years,houses,comper,url,build,prices,counts,devloper,types,discribe
1栋,暂无门店信息,4.98元/平米/月,新奇世界御马坊,0,平谷其它,,,平谷,,0,板楼 2017年,351户,北京中弘文昌物业管理有限公司,http://bj.lianjia.com/xiaoqu/1110817730523311/,板楼,暂无均价,0,中弘控股股份有限公司,,容积率/3  绿化率/30%
1栋,暂无门店信息,暂无信息,画家村别墅,0,燕郊城区,,,燕郊,,0,未知类型 未知年,1户,暂无信息,http://bj.lianjia.com/xiaoqu/2011100343941/,未知类型,暂无均价,0,暂无信息,,暂无容积率信息  暂无绿化率信息
